Name_x	SRR14535554	SRR14535555	SRR14535556	SRR14535564	SRR14535565	SRR14535566	Mean_TPM	Max_TPM	seqid	start	end	strand	ID	Name_y	transcript_id	gene	product	gbkey	raw_attr	match_id	match_source	cyp_symbol_guess
XM_021351679.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085109.1	8090014	8105670	-	rna-XM_021351679.3	XM_021351679.3	XM_021351679.3	LOC101737374	cytochrome P450 4c3, transcript variant X1	mRNA	ID=rna-XM_021351679.3;Parent=gene-LOC101737374;Dbxref=GeneID:101737374,GenBank:XM_021351679.3;Name=XM_021351679.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737374;model_evidence=Supporting evidence includes similarity to: 13 Proteins%2C 912 long SRA reads;product=cytochrome P450 4c3%2C transcript variant X1;transcript_id=XM_021351679.3	XM_021351679.3	Name	CYP4C3
XM_038018414.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13657774	13678900	-	rna-XM_038018414.2	XM_038018414.2	XM_038018414.2	LOC101737728	cytochrome P450 4C1, transcript variant X5	mRNA	ID=rna-XM_038018414.2;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_038018414.2;Name=XM_038018414.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 46 Proteins%2C 357 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X5;transcript_id=XM_038018414.2	XM_038018414.2	Name	CYP4C1
XM_004927546.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13671493	13687898	+	rna-XM_004927546.5	XM_004927546.5	XM_004927546.5	LOC101737305	cytochrome P450 4C1, transcript variant X1	mRNA	ID=rna-XM_004927546.5;Parent=gene-LOC101737305;Dbxref=GeneID:101737305,GenBank:XM_004927546.5;Name=XM_004927546.5;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737305;model_evidence=Supporting evidence includes similarity to: 75 Proteins%2C 243 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X1;transcript_id=XM_004927546.5	XM_004927546.5	Name	CYP4C1
XM_004926478.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085128.1	12634047	12645404	-	rna-XM_004926478.5	XM_004926478.5	XM_004926478.5	LOC101741867	cytochrome P450 4V2	mRNA	ID=rna-XM_004926478.5;Parent=gene-LOC101741867;Dbxref=GeneID:101741867,GenBank:XM_004926478.5;Name=XM_004926478.5;gbkey=mRNA;gene=LOC101741867;model_evidence=Supporting evidence includes similarity to: 36 Proteins%2C 24 long SRA reads;product=cytochrome P450 4V2;transcript_id=XM_004926478.5	XM_004926478.5	Name	CYP4V2
NM_001127720.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085124.1	10408680	10415461	-	rna-NM_001127720.1	NM_001127720.1	NM_001127720.1	Cyp339a1	cytochrome P450 CYP339A1	mRNA	ID=rna-NM_001127720.1;Parent=gene-Cyp339a1;Dbxref=GeneID:100158252,GenBank:NM_001127720.1;Name=NM_001127720.1;gbkey=mRNA;gene=Cyp339a1;product=cytochrome P450 CYP339A1;transcript_id=NM_001127720.1	NM_001127720.1	Name	CYP339A1
XM_038016616.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085123.1	16035294	16047429	-	rna-XM_038016616.2	XM_038016616.2	XM_038016616.2	Cyp9a21	cytochrome P450 CYP9A21, transcript variant X1	mRNA	ID=rna-XM_038016616.2;Parent=gene-Cyp9a21;Dbxref=GeneID:100126160,GenBank:XM_038016616.2;Name=XM_038016616.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp9a21;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 33 ESTs%2C 88 Proteins%2C 919 long SRA reads;product=cytochrome P450 CYP9A21%2C transcript variant X1;transcript_id=XM_038016616.2	XM_038016616.2	Name	CYP9A21
XM_038016617.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085123.1	16035294	16045875	-	rna-XM_038016617.2	XM_038016617.2	XM_038016617.2	Cyp9a21	cytochrome P450 CYP9A21, transcript variant X2	mRNA	ID=rna-XM_038016617.2;Parent=gene-Cyp9a21;Dbxref=GeneID:100126160,GenBank:XM_038016617.2;Name=XM_038016617.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp9a21;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 88 Proteins%2C 524 long SRA reads;product=cytochrome P450 CYP9A21%2C transcript variant X2;transcript_id=XM_038016617.2	XM_038016617.2	Name	CYP9A21
NM_001110535.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085129.1	9558515	9561067	+	rna-NM_001110535.1	NM_001110535.1	NM_001110535.1	Cyp6ae22	cytochrome P450 monooxygenase CYP6AE22	mRNA	ID=rna-NM_001110535.1;Parent=gene-Cyp6ae22;Dbxref=GeneID:100126549,GenBank:NM_001110535.1;Name=NM_001110535.1;Note=The RefSeq transcript has 8 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp6ae22;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001110535.1;product=cytochrome P450 monooxygenase CYP6AE22;transcript_id=NM_001110535.1	NM_001110535.1	Name	CYP6AE22
NM_001110536.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085122.1	12690124	12692126	-	rna-NM_001110536.1	NM_001110536.1	NM_001110536.1	Cyp6ae7	cytochrome P450 CYP6AE7	mRNA	ID=rna-NM_001110536.1;Parent=gene-Cyp6ae7;Dbxref=GeneID:100126551,GenBank:NM_001110536.1;Name=NM_001110536.1;Note=The RefSeq transcript has 11 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp6ae7;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001110536.1;product=cytochrome P450 CYP6AE7;transcript_id=NM_001110536.1	NM_001110536.1	Name	CYP6AE7
NM_001112750.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085119.1	11942622	11951683	+	rna-NM_001112750.1	NM_001112750.1	NM_001112750.1	LOC100127115	cytochrome P450	mRNA	ID=rna-NM_001112750.1;Parent=gene-LOC100127115;Dbxref=GeneID:100127115,GenBank:NM_001112750.1;Name=NM_001112750.1;Note=The RefSeq transcript has 37 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=LOC100127115;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001112750.1;product=cytochrome P450;transcript_id=NM_001112750.1	NM_001112750.1	Name	
NM_001109924.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085123.1	16035850	16045414	-	rna-NM_001109924.1	NM_001109924.1	NM_001109924.1	Cyp9a21	cytochrome P450 CYP9A21	mRNA	ID=rna-NM_001109924.1;Parent=gene-Cyp9a21;Dbxref=GeneID:100126160,GenBank:NM_001109924.1;Name=NM_001109924.1;Note=The RefSeq transcript has 5 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp9a21;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001109924.1;product=cytochrome P450 CYP9A21;transcript_id=NM_001109924.1	NM_001109924.1	Name	CYP9A21
XM_062669251.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085113.1	7005688	7021116	+	rna-XM_062669251.1	XM_062669251.1	XM_062669251.1	Cyp314a1	ecdysone 20-hydroxylase, transcript variant X1	mRNA	ID=rna-XM_062669251.1;Parent=gene-Cyp314a1;Dbxref=GeneID:100127102,GenBank:XM_062669251.1;Name=XM_062669251.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp314a1;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 36 Proteins%2C 96 long SRA reads;product=ecdysone 20-hydroxylase%2C transcript variant X1;transcript_id=XM_062669251.1	XM_062669251.1	Name	CYP314A1
NM_001279379.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085122.1	9484892	9517125	-	rna-NM_001279379.1	NM_001279379.1	NM_001279379.1	CYP367A1	cytochrome P450 4V2-like	mRNA	ID=rna-NM_001279379.1;Parent=gene-CYP367A1;Dbxref=GeneID:101741325,GenBank:NM_001279379.1;Name=NM_001279379.1;gbkey=mRNA;gene=CYP367A1;product=cytochrome P450 4V2-like;transcript_id=NM_001279379.1	NM_001279379.1	Name	CYP367A1
NM_001309599.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13691783	13704851	-	rna-NM_001309599.1	NM_001309599.1	NM_001309599.1	LOC101743022	cytochrome P450 4C1-like	mRNA	ID=rna-NM_001309599.1;Parent=gene-LOC101743022;Dbxref=GeneID:101743022,GenBank:NM_001309599.1;Name=NM_001309599.1;gbkey=mRNA;gene=LOC101743022;product=cytochrome P450 4C1-like;transcript_id=NM_001309599.1	NM_001309599.1	Name	CYP4C1-LIKE
XM_021347952.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085132.1	11332080	11350549	+	rna-XM_021347952.3	XM_021347952.3	XM_021347952.3	LOC101744935	cytochrome P450 4V2, transcript variant X1	mRNA	ID=rna-XM_021347952.3;Parent=gene-LOC101744935;Dbxref=GeneID:101744935,GenBank:XM_021347952.3;Name=XM_021347952.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744935;model_evidence=Supporting evidence includes similarity to: 10 Proteins%2C 83 long SRA reads;product=cytochrome P450 4V2%2C transcript variant X1;transcript_id=XM_021347952.3	XM_021347952.3	Name	CYP4V2
XM_021346833.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085121.1	17358960	17369307	-	rna-XM_021346833.3	XM_021346833.3	XM_021346833.3	LOC101739162	cytochrome P450 9e2	mRNA	ID=rna-XM_021346833.3;Parent=gene-LOC101739162;Dbxref=GeneID:101739162,GenBank:XM_021346833.3;Name=XM_021346833.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101739162;model_evidence=Supporting evidence includes similarity to: 59 Proteins%2C 26 long SRA reads;product=cytochrome P450 9e2;transcript_id=XM_021346833.3	XM_021346833.3	Name	CYP9E2
XM_021347245.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13706117	13720670	+	rna-XM_021347245.3	XM_021347245.3	XM_021347245.3	LOC101738473	cytochrome P450 4C1, transcript variant X5	mRNA	ID=rna-XM_021347245.3;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_021347245.3;Name=XM_021347245.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 42 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X5;transcript_id=XM_021347245.3	XM_021347245.3	Name	CYP4C1
XM_021353472.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085116.1	10472435	10484175	-	rna-XM_021353472.3	XM_021353472.3	XM_021353472.3	LOC101740852	cytochrome P450 18a1, transcript variant X1	mRNA	ID=rna-XM_021353472.3;Parent=gene-LOC101740852;Dbxref=GeneID:101740852,GenBank:XM_021353472.3;Name=XM_021353472.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101740852;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 3 ESTs%2C 8 Proteins%2C 84 long SRA reads;product=cytochrome P450 18a1%2C transcript variant X1;transcript_id=XM_021353472.3	XM_021353472.3	Name	CYP18A1
XM_062676237.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085132.1	7027912	7061429	+	rna-XM_062676237.1	XM_062676237.1	XM_062676237.1	CYP340A3	cytochrome P450 4c21-like, transcript variant X1	mRNA	ID=rna-XM_062676237.1;Parent=gene-CYP340A3;Dbxref=GeneID:101738465,GenBank:XM_062676237.1;Name=XM_062676237.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=CYP340A3;model_evidence=Supporting evidence includes similarity to: 3 mRNAs%2C 1 EST%2C 14 Proteins%2C 660 long SRA reads;product=cytochrome P450 4c21-like%2C transcript variant X1;transcript_id=XM_062676237.1	XM_062676237.1	Name	CYP340A3
XM_062676343.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085132.1	6986807	7002204	-	rna-XM_062676343.1	XM_062676343.1	XM_062676343.1	LOC134201484	cytochrome P450 4c21-like	mRNA	ID=rna-XM_062676343.1;Parent=gene-LOC134201484;Dbxref=GeneID:134201484,GenBank:XM_062676343.1;Name=XM_062676343.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC134201484;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C 3 long SRA reads;product=cytochrome P450 4c21-like;transcript_id=XM_062676343.1	XM_062676343.1	Name	CYP4C21-LIKE
XM_038020567.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085132.1	7030710	7047360	-	rna-XM_038020567.2	XM_038020567.2	XM_038020567.2	LOC101738326	cytochrome P450 4c21, transcript variant X1	mRNA	ID=rna-XM_038020567.2;Parent=gene-LOC101738326;Dbxref=GeneID:101738326,GenBank:XM_038020567.2;Name=XM_038020567.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738326;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C 6 long SRA reads;product=cytochrome P450 4c21%2C transcript variant X1;transcript_id=XM_038020567.2	XM_038020567.2	Name	CYP4C21
XM_004932732.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085107.1	1056034	1071182	+	rna-XM_004932732.5	XM_004932732.5	XM_004932732.5	LOC101743283	probable cytochrome P450 303a1, transcript variant X1	mRNA	ID=rna-XM_004932732.5;Parent=gene-LOC101743283;Dbxref=GeneID:101743283,GenBank:XM_004932732.5;Name=XM_004932732.5;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101743283;model_evidence=Supporting evidence includes similarity to: 46 Proteins%2C 13 long SRA reads;product=probable cytochrome P450 303a1%2C transcript variant X1;transcript_id=XM_004932732.5	XM_004932732.5	Name	CYP303A1
XM_062674768.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13323729	13344175	-	rna-XM_062674768.1	XM_062674768.1	XM_062674768.1	LOC101736314	cytochrome P450 6B1, transcript variant X2	mRNA	ID=rna-XM_062674768.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674768.1;Name=XM_062674768.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 597 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X2;transcript_id=XM_062674768.1	XM_062674768.1	Name	CYP6B1
XM_062674769.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13323729	13344190	-	rna-XM_062674769.1	XM_062674769.1	XM_062674769.1	LOC101736314	cytochrome P450 6B1, transcript variant X3	mRNA	ID=rna-XM_062674769.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674769.1;Name=XM_062674769.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 575 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X3;transcript_id=XM_062674769.1	XM_062674769.1	Name	CYP6B1
XM_062674773.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13657774	13673967	-	rna-XM_062674773.1	XM_062674773.1	XM_062674773.1	LOC101737728	cytochrome P450 4C1, transcript variant X4	mRNA	ID=rna-XM_062674773.1;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_062674773.1;Name=XM_062674773.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 83 Proteins%2C 393 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X4;transcript_id=XM_062674773.1	XM_062674773.1	Name	CYP4C1
XM_062674783.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	14705870	14724470	-	rna-XM_062674783.1	XM_062674783.1	XM_062674783.1	LOC101744746	cytochrome P450 6k1, transcript variant X2	mRNA	ID=rna-XM_062674783.1;Parent=gene-LOC101744746;Dbxref=GeneID:101744746,GenBank:XM_062674783.1;Name=XM_062674783.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744746;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 192 long SRA reads;product=cytochrome P450 6k1%2C transcript variant X2;transcript_id=XM_062674783.1	XM_062674783.1	Name	CYP6K1
XM_062674784.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	14705870	14724469	-	rna-XM_062674784.1	XM_062674784.1	XM_062674784.1	LOC101744746	cytochrome P450 6k1, transcript variant X4	mRNA	ID=rna-XM_062674784.1;Parent=gene-LOC101744746;Dbxref=GeneID:101744746,GenBank:XM_062674784.1;Name=XM_062674784.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744746;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 168 long SRA reads;product=cytochrome P450 6k1%2C transcript variant X4;transcript_id=XM_062674784.1	XM_062674784.1	Name	CYP6K1
XM_062675014.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085128.1	12591684	12598842	-	rna-XM_062675014.1	XM_062675014.1	XM_062675014.1	LOC101742018	cytochrome P450 4C1, transcript variant X3	mRNA	ID=rna-XM_062675014.1;Parent=gene-LOC101742018;Dbxref=GeneID:101742018,GenBank:XM_062675014.1;Name=XM_062675014.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742018;model_evidence=Supporting evidence includes similarity to: 33 Proteins%2C 276 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X3;transcript_id=XM_062675014.1	XM_062675014.1	Name	CYP4C1
XM_012690305.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085132.1	11350260	11370910	-	rna-XM_012690305.4	XM_012690305.4	XM_012690305.4	CYP340C1	cytochrome P450 4C1-like, transcript variant X2	mRNA	ID=rna-XM_012690305.4;Parent=gene-CYP340C1;Dbxref=GeneID:101742493,GenBank:XM_012690305.4;Name=XM_012690305.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=CYP340C1;model_evidence=Supporting evidence includes similarity to: 11 Proteins%2C 95 long SRA reads;product=cytochrome P450 4C1-like%2C transcript variant X2;transcript_id=XM_012690305.4	XM_012690305.4	Name	CYP340C1
XM_038020720.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085132.1	6511980	6519467	+	rna-XM_038020720.2	XM_038020720.2	XM_038020720.2	LOC101744852	cytochrome P450 4V2	mRNA	ID=rna-XM_038020720.2;Parent=gene-LOC101744852;Dbxref=GeneID:101744852,GenBank:XM_038020720.2;Name=XM_038020720.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744852;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C 8 long SRA reads;product=cytochrome P450 4V2;transcript_id=XM_038020720.2	XM_038020720.2	Name	CYP4V2
XM_062675013.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085128.1	12591684	12598842	-	rna-XM_062675013.1	XM_062675013.1	XM_062675013.1	LOC101742018	cytochrome P450 4C1, transcript variant X2	mRNA	ID=rna-XM_062675013.1;Parent=gene-LOC101742018;Dbxref=GeneID:101742018,GenBank:XM_062675013.1;Name=XM_062675013.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742018;model_evidence=Supporting evidence includes similarity to: 33 Proteins%2C 283 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X2;transcript_id=XM_062675013.1	XM_062675013.1	Name	CYP4C1
XM_062675098.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085128.1	12649442	12657369	-	rna-XM_062675098.1	XM_062675098.1	XM_062675098.1	LOC110385252	cytochrome P450 4C1	mRNA	ID=rna-XM_062675098.1;Parent=gene-LOC110385252;Dbxref=GeneID:110385252,GenBank:XM_062675098.1;Name=XM_062675098.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC110385252;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 8 long SRA reads;product=cytochrome P450 4C1;transcript_id=XM_062675098.1	XM_062675098.1	Name	CYP4C1
XM_012689466.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13703767	13720670	+	rna-XM_012689466.4	XM_012689466.4	XM_012689466.4	LOC101738473	cytochrome P450 4C1, transcript variant X1	mRNA	ID=rna-XM_012689466.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689466.4;Name=XM_012689466.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 47 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X1;transcript_id=XM_012689466.4	XM_012689466.4	Name	CYP4C1
XM_012689467.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13706102	13720670	+	rna-XM_012689467.4	XM_012689467.4	XM_012689467.4	LOC101738473	cytochrome P450 4C1, transcript variant X2	mRNA	ID=rna-XM_012689467.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689467.4;Name=XM_012689467.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 55 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X2;transcript_id=XM_012689467.4	XM_012689467.4	Name	CYP4C1
XM_012689469.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13703768	13720670	+	rna-XM_012689469.4	XM_012689469.4	XM_012689469.4	LOC101738473	cytochrome P450 4C1, transcript variant X4	mRNA	ID=rna-XM_012689469.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689469.4;Name=XM_012689469.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 41 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X4;transcript_id=XM_012689469.4	XM_012689469.4	Name	CYP4C1
XM_012689470.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13706103	13720670	+	rna-XM_012689470.4	XM_012689470.4	XM_012689470.4	LOC101738473	cytochrome P450 4C1, transcript variant X3	mRNA	ID=rna-XM_012689470.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689470.4;Name=XM_012689470.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 51 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X3;transcript_id=XM_012689470.4	XM_012689470.4	Name	CYP4C1
XM_012689472.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13707308	13720670	+	rna-XM_012689472.4	XM_012689472.4	XM_012689472.4	LOC101738473	cytochrome P450 4C1, transcript variant X6	mRNA	ID=rna-XM_012689472.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689472.4;Name=XM_012689472.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 40 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X6;transcript_id=XM_012689472.4	XM_012689472.4	Name	CYP4C1
